"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Sierra Leone","SLE","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.3","","","","","50.2","","","","","45.7","45","44","43.4","42.9","41.9","41.3","","","",
"El Salvador","SLV","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4","","","","","25.3","","","","","21.8","21.3","20.7","20.2","19.6","19.2","18.8","","","",
"San Marino","SMR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","","","","","51.1","","","","","45.7","44.8","43.6","42.8","42","41.1","40.2","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7347054680514","","","","","21.11474524555","","","","","19.6614470547798","19.396641205868","19.1639228256335","18.9006504402156","18.6475735153366","18.4515840334826","18.2686753739243","","","",
"South Sudan","SSD","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7386943513115","","","","","21.1184802149381","","","","","19.6650613220659","19.4000649737553","19.1672518652463","18.9039305348541","18.6507688439383","18.4547031640715","18.2717275325895","","","",
"Small states","SST","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1598347325677","","","","","38.4277817678302","","","","","36.2061211134293","35.9593113878675","35.7476121353032","35.5609263398909","35.5320617603615","35.4077192256331","35.433185482772","","","",
"Sao Tome and Principe","STP","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.6","","","","","67.6","","","","","55.4","53.1","50.9","48.7","46.8","44.8","42.9","","","",
"Slovak Republic","SVK","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.9","","","","","41.6","","","","","39.5","39.2","38.8","38.4","38.2","38","37.7","","","",
"Slovenia","SVN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8","","","","","28.7","","","","","27","26.8","26.3","26","25.7","25.3","25","","","",
"Sweden","SWE","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.6","","","","","27","","","","","22.9","22.2","21.4","20.8","20.1","19.5","18.9","","","",
"Eswatini","SWZ","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","","","","","16.2","","","","","16.4","16.4","16.4","16.5","16.5","16.5","16.5","","","",
"Sint Maarten (Dutch part)","SXM","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","","","","39.9","","","","","37.7","37.4","37","36.7","36.3","35.9","35.7","","","",
"Syrian Arab Republic","SYR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.0000725468322","","","","","53.8468396927685","","","","","52.1859342219907","51.5553560805484","51.5700445163028","51.2509053502394","51.001684837017","50.7040961428422","50.5103202376178","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0216839553222","","","","","54.4597332814934","","","","","50.3823616389048","49.6784136448438","48.8971807151847","48.2011356835995","47.4298853955731","46.7223522340732","45.997142674458","","","",
"Togo","TGO","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3","","","","","16.1","","","","","15.2","15","14.7","14.7","14.5","14.3","14.2","","","",
"Thailand","THA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","","","","","44.9","","","","","42.1","41.4","40.8","40.5","40","39.2","38.8","","","",
"Tajikistan","TJK","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5706500796058","","","","","28.3528604146537","","","","","24.1153872439703","23.3803881143536","22.575247754705","21.9591085051713","21.2903879197013","20.6091049371086","20.0265097357052","","","",
"Timor-Leste","TLS","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.6","","","","","90.1","","","","","85.3","84.1","82.7","81.6","80.7","79.1","78.1","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6462515722008","","","","","33.3432835785095","","","","","34.8065438494384","35.0772186276322","35.4062306260259","35.8686666746394","36.2996734697235","36.8235833407137","37.1934940101172","","","",
"Tonga","TON","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7","","","","","52.3","","","","","48.2","47.6","46.9","46.5","45.6","45.1","44.4","","","",
"South Asia (IDA & IBRD)","TSA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9211440800945","","","","","32.4130727127024","","","","","28.4877072875458","27.772748126511","27.1522211481657","26.5483256789717","25.8097361509635","25.3777430102894","24.7816233090647","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7386943513115","","","","","21.1184802149381","","","","","19.6650613220659","19.4000649737553","19.1672518652463","18.9039305348541","18.6507688439383","18.4547031640715","18.2717275325895","","","",
"Trinidad and Tobago","TTO","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6","","","","","59.1","","","","","62.2","62.8","63.3","63.9","64.8","65.4","65.8","","","",
"Turkey","TUR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7","","","","","52.4","","","","","46.7","45.8","44.8","43.9","43","41.9","41.1","","","",
"Tuvalu","TUV","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.3","","","","","34.6","","","","","30.6","29.9","29.2","28.6","27.7","27.3","26.7","","","",
"Uganda","UGA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2","","","","","24.4","","","","","20.5","19.8","19.1","18.4","17.9","17.2","16.7","","","",
"Ukraine","UKR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.6","","","","","56","","","","","52.1","51.3","50.5","49.9","49","48.2","47.4","","","",
"Upper middle income","UMC","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.2509160029639","","","","","47.789041109174","","","","","44.714568571812","43.9358343421237","43.6131047792337","43.0341909374275","42.498965242414","41.9115180823735","41.4430028429174","","","",
"Uruguay","URY","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.9","","","","","42.2","","","","","30","27.9","26.1","24.4","22.8","21.4","19.9","","","",
"United States","USA","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.5","","","","","31","","","","","27.8","27.3","26.8","26.2","25.6","25.1","24.6","","","",
"Uzbekistan","UZB","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9","","","","","28.6","","","","","26.7","26.3","25.9","25.7","25.3","25","24.7","","","",
"St. Vincent and the Grenadines","VCT","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","48.5","","","","","47.4","46.9","47","46.6","46.3","46.4","45.9","","","",
"Vanuatu","VUT","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.9","","","","","49.1","","","","","41.6","40.3","39.2","37.8","36.8","35.6","34.5","","","",
"World","WLD","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.2482146056569","","","","","40.7422621786778","","","","","37.7113075350846","37.0503893661389","36.6192691081582","36.1021328390371","35.5609646222891","35.1036230513956","34.6294862648502","","","",
"Samoa","WSM","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2","","","","","53.8","","","","","45.9","44.5","43","41.8","40.7","39.4","38.1","","","",
"Kosovo","XKX","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8","","","","","30.9","","","","","30","29.8","29.9","29.4","29.5","29.4","29.2","","","",
"South Africa","ZAF","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.4","","","","","34.7","","","","","34","33.9","33.8","33.5","33.4","33.4","33.2","","","",
"Zambia","ZMB","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5","","","","","28.6","","","","","26.7","26.2","26.1","25.6","25.4","25","24.7","","","",
"Zimbabwe","ZWE","Smoking prevalence, males (% of adults)","SH.PRV.SMOK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2","","","","","32.2","","","","","31.5","31.4","31.3","31.2","31","30.8","30.7","","","",
